name,nickname,f_name,l_name,wins,loses,ties,height,weight,reach,stance,dob,age,slpm,str_ac,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Kevin Syler,El Nino Bala,Kevin,Syler,10,1,0,69,155,71,Switch,"Jul 29, 1993",28,5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0
Chelsea Hackett,Hammer,Chelsea,Hackett,3,1,1,64,125,66,Switch,"Aug 16, 1998",23,2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0
Tim Hague,The Trashing Machine,Tim,Hague,21,13,0,76,260,76,Orthodox,"May 09, 1983",38,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9
Bentley Syler,Bolivia,Bentley,Syler,5,1,0,64,125,N/A,Orthodox,"Dec 22, 1982",39,1.3,0.18,1.73,0.79,0.0,0.0,0.75,0.0
Floyd Sword,,Floyd,Sword,12,3,0,72,185,N/A,Orthodox,"Aug 24, 1976",45,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0
Leo Sylvest,Lethal,Leo,Sylvest,10,16,0,71,205,N/A,Orthodox,"Sep 03, 1973",48,0.0,0.0,6.58,0.27,0.0,0.0,0.0,0.0
Mike Swick,Quick,Mike,Swick,15,6,0,73,170,77,Orthodox,"Jun 19, 1979",42,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6
Keith Hackney,The Giant Killer,Keith,Hackney,2,2,0,71,200,N/A,Sideways,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cub Swanson,,Cub,Swanson,28,12,0,68,145,70,Orthodox,"Nov 02, 1983",38,4.66,0.5,3.65,0.6,1.08,0.51,0.61,0.5
Tony Sylvester,,Tony,Sylvester,11,3,0,73,225,N/A,Southpaw,"Jan 27, 1978",44,0.0,0.0,10.12,0.12,0.0,0.0,0.0,0.0
Daniel Swain,,Daniel,Swain,20,10,1,69,145,70,Orthodox,"Jan 30, 1991",31,0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0
Martin Svensson,,Martin,Svensson,15,6,0,73,155,N/A,N/A,"Apr 25, 1985",37,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0
Jason Suttie,Nobunaga,Jason,Suttie,0,1,0,72,210,N/A,Orthodox,"Aug 07, 1973",48,2.07,0.83,4.97,0.36,0.0,0.0,0.0,0.0
Aji Susilo,,Aji,Susilo,6,4,0,70,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sumudaerji,The Tibetan Eagle,Sumudaerji,N/A,16,4,0,68,125,72,Southpaw,"Jan 20, 1996",26,4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8
Chad Sutton,,Chad,Sutton,2,2,0,73,185,N/A,N/A,"Aug 07, 1982",39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Sumter,,Justin,Sumter,7,3,0,74,185,80,Southpaw,"Nov 16, 1989",32,2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0
Amar Suloev,,Amar,Suloev,24,7,0,69,183,N/A,Orthodox,"Jul 01, 1976",45,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3
Magomed Sultanakhmedov,,Magomed,Sultanakhmedov,18,6,0,74,185,N/A,Southpaw,N/A,N/A,0.0,0.0,2.4,0.42,9.0,1.0,0.0,9.0
George Sullivan,The Silencer,George,Sullivan,17,7,0,72,170,73,Orthodox,"Mar 13, 1981",41,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
Genki Sudo,Neo-Samurai,Genki,Sudo,15,4,2,69,155,N/A,Orthodox,"Mar 08, 1978",44,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2
Takashi Sugiura,,Takashi,Sugiura,1,3,0,71,225,N/A,Southpaw,"May 31, 1970",51,1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0
Joel Sutton,,Joel,Sutton,2,4,1,71,205,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daisuke Sugie,Amazon,Daisuke,Sugie,10,8,1,66,160,N/A,Orthodox,N/A,N/A,0.0,0.0,0.22,0.8,3.27,0.5,0.0,3.3
Kyle Sturgeon,,Kyle,Sturgeon,0,1,0,75,225,N/A,Switch,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masanori Suda,,Masanori,Suda,22,11,3,69,183,N/A,Orthodox,N/A,N/A,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0
Naho Sugiyuma,Sugi Rock,Naho,Sugiyuma,12,5,0,61,105,N/A,N/A,"Feb 03, 1978",44,2.59,0.48,2.45,0.71,2.05,1.0,0.66,0.0
Lucasz Sudolski,,Lucasz,Sudolski,8,1,0,76,205,75,Orthodox,"Jun 15, 1993",28,5.7,0.67,4.89,0.28,0.0,0.0,1.0,0.0
Tatiana Suarez,,Tatiana,Suarez,9,0,0,65,115,66,Southpaw,"Dec 19, 1990",31,4.82,0.65,1.45,0.48,6.47,0.62,1.0,0.6
Mike Stumpf,,Mike,Stumpf,11,4,0,70,170,N/A,N/A,"Aug 01, 1986",35,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8
Stefan Struve,Skyscraper,Stefan,Struve,33,13,0,83,265,84,Orthodox,"Feb 18, 1988",34,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Sean Strickland,,Sean,Strickland,25,3,0,73,185,76,Orthodox,"Feb 27, 1991",31,5.53,0.4,3.94,0.65,1.16,0.61,0.85,0.3
Mark Striegl,Mugen,Mark,Striegl,18,4,0,68,145,70,Southpaw,"Jun 23, 1988",33,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0
Daniel Straus,,Daniel,Straus,24,7,0,67,145,71,N/A,"Jul 27, 1984",37,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
Dave Strasser,,Dave,Strasser,25,8,0,70,170,N/A,Orthodox,"Jul 13, 1969",52,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0
Gerald Strebendt,The Finishing Machine,Gerald,Strebendt,9,7,0,69,155,N/A,Orthodox,"Mar 01, 1979",43,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4
Hans Stringer,,Hans,Stringer,22,8,3,75,205,N/A,Orthodox,"Jul 06, 1987",34,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0
Josh Stuart,,Josh,Stuart,1,4,0,69,160,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Stout,,Tim,Stout,12,10,0,71,185,N/A,N/A,"Feb 09, 1979",43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gennaro Strangis,,Gennaro,Strangis,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Stosic,,Darko,Stosic,13,4,0,72,205,76,Orthodox,"Feb 09, 1992",30,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0
Jesse Strader,Sui Generis,Jesse,Strader,5,3,0,67,135,70,Orthodox,"May 29, 1991",30,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0
George Stork,,George,Stork,7,9,0,70,185,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Stonitsch,,Ryan,Stonitsch,8,1,0,69,170,N/A,Southpaw,"Feb 03, 1977",45,2.53,0.36,2.53,0.71,0.0,0.0,0.0,0.0
Rick Story,The Horror,Rick,Story,19,9,0,69,170,71,Southpaw,"Aug 28, 1984",37,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
Sam Stout,Hands of Stone,Sam,Stout,20,12,1,69,155,70,Orthodox,"Apr 23, 1984",38,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Niklas Stolze,Green Mask,Niklas,Stolze,12,5,0,72,170,75,Switch,"Dec 28, 1992",29,2.29,0.43,2.67,0.52,0.93,1.0,0.61,0.0
Dustin Stoltzfus,,Dustin,Stoltzfus,13,4,0,72,185,75,Orthodox,"Nov 15, 1991",30,2.87,0.41,3.08,0.47,1.7,0.33,0.46,0.7
Ken Stone,,Ken,Stone,11,4,0,68,135,71,Southpaw,"Oct 08, 1982",39,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
Denis Stojnic,,Denis,Stojnic,13,3,0,72,245,N/A,Orthodox,"Feb 02, 1980",42,1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0
Curtis Stout,,Curtis,Stout,11,12,1,73,185,N/A,Southpaw,"Nov 07, 1973",48,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0
Julija Stoliarenko,,Julija,Stoliarenko,9,7,1,67,135,66,N/A,"Apr 08, 1993",29,2.68,0.4,4.2,0.44,0.25,0.12,0.62,1.0
Greg Stott,Ranger,Greg,Stott,0,1,0,67,220,N/A,Southpaw,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Stittgen,The Anvil,Dan,Stittgen,12,5,0,73,170,N/A,Orthodox,"Nov 17, 1980",41,2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0
Lazar Stojadinovic,The Bronx Bomber,Lazar,Stojadinovic,12,5,0,67,145,68,Southpaw,"Mar 22, 1989",33,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0
Alex Stiebling,The Brazilian Killa,Alex,Stiebling,19,11,1,74,205,N/A,Southpaw,N/A,N/A,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7
Kyle Stewart,Gunz Up,Kyle,Stewart,11,3,0,72,170,76,Orthodox,"Jan 31, 1989",33,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0
Tyler Stinson,The Evolution,Tyler,Stinson,30,10,0,75,170,N/A,N/A,"Jan 17, 1986",36,2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5
Luke Stewart,,Luke,Stewart,6,3,0,71,170,N/A,Orthodox,N/A,N/A,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9
Darren Stewart,The Dentist,Darren,Stewart,12,8,0,72,205,74,Orthodox,"Dec 30, 1990",31,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
Maia Stevenson,,Maia,Stevenson,6,5,0,64,115,62,Orthodox,"Mar 19, 1982",40,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0
Jeremy Stephens,Lil' Heathen,Jeremy,Stephens,28,19,0,69,145,71,Orthodox,"May 25, 1986",35,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
Steve Steinbeiss,The Hooligan,Steve,Steinbeiss,9,4,0,75,185,75,Orthodox,"May 05, 1981",40,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
Eric Steenberg,,Eric,Steenberg,5,1,0,N/A,155,N/A,N/A,"Jun 22, 1983",38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Stevens,,Marc,Stevens,21,10,0,69,155,N/A,N/A,N/A,N/A,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0
Aljamain Sterling,Funk Master,Aljamain,Sterling,21,3,0,67,135,71,Orthodox,"Jul 31, 1989",32,4.56,0.5,2.24,0.6,1.71,0.21,0.41,0.8
Dominique Steele,Non-Stop Action-Packed,Dominique,Steele,14,9,0,70,170,74,Orthodox,"Jan 27, 1988",34,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0
Joe Stevenson,Daddy,Joe,Stevenson,33,16,0,67,145,70,Orthodox,"Jun 15, 1982",39,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
Ray Steinbeiss,Ipswitch Cobra,Ray,Steinbeiss,14,7,0,71,170,N/A,Orthodox,"Sep 12, 1979",42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Damian Stasiak,Webster,Damian,Stasiak,10,6,0,65,135,70,Orthodox,"Feb 20, 1990",32,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
Adam Steele,,Adam,Steele,0,1,0,N/A,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Steele,The Karate Kid,Ricky,Steele,6,0,0,69,135,74,Orthodox,"May 26, 1988",33,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0
Dmitri Stepanov,,Dmitri,Stepanov,0,1,0,75,217,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laureano Staropoli,Pepi,Laureano,Staropoli,9,5,0,73,185,71,Orthodox,"Feb 27, 1993",29,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0
Lucas Stark,,Lucas,Stark,1,5,0,N/A,155,N/A,N/A,N/A,N/A,1.6,0.25,3.2,0.66,12.0,1.0,0.0,0.0
Kalib Starnes,,Kalib,Starnes,17,11,1,75,185,74,Orthodox,"Jan 06, 1975",47,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
Dion Staring,Soldier,Dion,Staring,35,14,0,73,235,N/A,Orthodox,"Jun 09, 1978",43,1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0
Josh Stansbury,The Sandman,Josh,Stansbury,4,8,0,74,205,74,Orthodox,"Nov 19, 1984",37,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0
Brian Stann,All American,Brian,Stann,12,6,0,73,205,74,Orthodox,"Sep 24, 1980",41,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
Ron Stallings,The Choir Boy,Ron,Stallings,14,8,0,74,170,75,Southpaw,"Jan 25, 1983",39,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
Cristina Stanciu,Barbie,Cristina,Stanciu,5,2,0,63,115,N/A,Orthodox,"Mar 29, 1994",28,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7
Andreas Stahl,Real Steel,Andreas,Stahl,10,4,0,71,170,N/A,Orthodox,"May 20, 1988",33,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0
Clifford Starks,,Clifford,Starks,13,3,0,72,185,78,Orthodox,"Apr 25, 1981",41,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0
Bobby Stack,,Bobby,Stack,8,3,0,69,155,N/A,Orthodox,N/A,N/A,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0
Daniel Spohn,Dragon,Daniel,Spohn,15,6,0,76,205,79,Southpaw,"Oct 12, 1984",37,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5
Serghei Spivac,Polar Bear,Serghei,Spivac,14,3,0,75,260,78,Orthodox,"Jan 24, 1995",27,3.79,0.49,3.22,0.54,3.29,0.6,0.7,0.2
Cody Stamann,The Spartan,Cody,Stamann,19,5,1,66,145,64,Orthodox,"Nov 09, 1989",32,4.02,0.46,3.39,0.63,2.78,0.42,0.75,0.0
Georges St-Pierre,Rush,Georges,St-Pierre,26,2,0,71,185,76,Orthodox,"May 19, 1981",40,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
Daniel Spitz,,Daniel,Spitz,6,3,0,79,245,82,Orthodox,"Jul 31, 1990",31,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0
Pete Spratt,The Secret Weapon,Pete,Spratt,25,23,0,69,170,N/A,Orthodox,"Jan 09, 1971",51,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3
Austin Springer,,Austin,Springer,12,4,0,68,145,71,Orthodox,"May 12, 1987",34,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8
Mario Sperry,Zen Machine,Mario,Sperry,13,4,0,74,205,N/A,Orthodox,"Sep 28, 1966",55,2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4
Nick Sperling,,Nick,Sperling,3,4,0,N/A,135,N/A,N/A,N/A,N/A,1.4,0.25,1.4,0.66,0.0,0.0,0.0,0.0
Sam Spengler,The Ram,Sam,Spengler,9,5,0,71,185,N/A,Orthodox,N/A,N/A,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8
Patrick Speight,,Patrick,Speight,7,3,0,73,170,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Spicely,Zebrinha,Eric,Spicely,12,6,0,73,185,73,Orthodox,"Sep 29, 1986",35,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0
Ron Sparks,The Monster,Ron,Sparks,8,3,0,77,265,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felicia Spencer,FeeNom,Felicia,Spencer,9,3,0,66,145,68,Orthodox,"Nov 29, 1990",31,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Tommy Speer,,Tommy,Speer,21,7,0,70,170,71,Orthodox,"Aug 20, 1984",37,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0
Ryan Spann,Superman,Ryan,Spann,19,7,0,77,205,79,Orthodox,"Aug 24, 1991",30,3.43,0.44,3.54,0.47,1.58,0.38,0.6,1.6
Waachiim Spiritwolf,Native Warrior,Waachiim,Spiritwolf,12,13,1,68,170,N/A,N/A,N/A,N/A,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Andreas Spang,Sweet Swede,Andreas,Spang,9,3,0,73,185,N/A,N/A,"Nov 07, 1978",43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Spencer,Black Magic,Sean,Spencer,12,6,0,70,170,74,Orthodox,"Jun 25, 1987",34,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0
Chris Spang,The Kiss,Chris,Spang,6,3,0,74,170,N/A,Orthodox,"Nov 26, 1987",34,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9
Charon Spain,,Charon,Spain,14,26,0,69,155,N/A,N/A,"Mar 11, 1988",34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacare Souza,,Jacare,Souza,26,10,0,73,185,72,Orthodox,"Dec 07, 1979",42,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3
Edimilson Souza,Kevin,Edimilson,Souza,15,5,0,72,145,74,Orthodox,"Oct 17, 1984",37,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0
Bobby Southworth,,Bobby,Southworth,10,6,0,74,205,N/A,Orthodox,"Dec 16, 1969",52,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3
Mario Sousa,Coracao Valente,Mario,Sousa,12,2,0,75,185,79,Orthodox,"Oct 20, 1996",25,2.41,0.49,2.97,0.26,0.56,0.25,0.2,0.6
Mario Soto,Dr. Mario,Mario,Soto,7,2,0,72,145,N/A,N/A,N/A,N/A,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0
Andre Soukhamthath,The Asian Sensation,Andre,Soukhamthath,13,8,0,69,135,70,Orthodox,"Oct 23, 1988",33,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2
Alex Soto,Extremo,Alex,Soto,8,3,1,68,135,N/A,Southpaw,"Feb 15, 1984",38,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0
Joe Soto,One Bad Mofo,Joe,Soto,18,7,0,66,135,65,Orthodox,"Mar 22, 1987",35,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9
Bruno Souza,The Tiger,Bruno,Souza,10,3,0,70,145,70,Orthodox,"Mar 07, 1996",26,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0
Greg Soto,,Greg,Soto,9,4,0,71,170,73,Orthodox,"Jun 03, 1986",35,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0
George Sotiropoulos,,George,Sotiropoulos,14,7,0,70,155,71,Orthodox,"Jul 09, 1977",44,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6
Krzysztof Soszynski,The Polish Experiment,Krzysztof,Soszynski,26,12,1,73,205,77,Open Stance,"Aug 02, 1977",44,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0
Ben Sosoli,Combat Wombat,Ben,Sosoli,7,3,0,72,265,72,Southpaw,"Dec 10, 1989",32,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0
Sean Soriano,,Sean,Soriano,14,8,0,69,145,70,Orthodox,"Oct 06, 1989",32,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0
Dmitry Sosnovskiy,Wicked Machine,Dmitry,Sosnovskiy,11,0,0,75,240,77,Orthodox,"Jul 06, 1989",32,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2
Livinha Souza,The Brazilian Gangsta,Livinha,Souza,14,4,0,63,115,63,Orthodox,"Mar 11, 1991",31,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4
Emiliano Sordi,He-Man,Emiliano,Sordi,16,7,0,74,205,N/A,Orthodox,"Feb 15, 1991",31,4.79,0.5,4.79,0.48,0.0,0.0,1.0,8.3
Cody Sons,,Cody,Sons,3,7,0,69,205,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punahele Soriano,Puna,Punahele,Soriano,8,2,0,71,185,72,Southpaw,"Nov 22, 1992",29,4.03,0.47,3.56,0.52,1.13,0.66,0.35,0.0
Jin Soo Son,,Jin,Soo,9,4,0,66,135,69,Orthodox,"Apr 01, 1993",29,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0
Song Kenan,The Assassin,Song,Kenan,16,6,0,72,170,71,Orthodox,"Mar 10, 1990",32,4.39,0.46,4.37,0.54,0.0,0.0,0.5,0.0
Paul Song,,Paul,Song,2,2,0,N/A,185,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Solecki,,Joe,Solecki,11,3,0,69,155,70,Orthodox,"Aug 27, 1993",28,2.64,0.62,1.58,0.49,2.85,0.52,0.5,0.6
Peter Sobotta,,Peter,Sobotta,17,7,1,72,170,75,Southpaw,"Jan 11, 1987",35,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5
Song Yadong,,Song,Yadong,19,5,1,68,135,67,Orthodox,"Dec 02, 1997",24,4.92,0.42,3.78,0.59,0.45,0.42,0.6,0.3
Chael Sonnen,,Chael,Sonnen,29,15,1,73,205,73,Southpaw,"Apr 03, 1977",45,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4
Denis Sobolev,,Denis,Sobolev,4,7,0,75,216,N/A,Orthodox,N/A,N/A,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0
Joe Son,,Joe,Son,0,4,0,64,236,N/A,Orthodox,"Nov 22, 1970",51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Solomon,,Chris,Solomon,0,0,0,71,155,N/A,N/A,N/A,N/A,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0
Rameau Thierry Sokoudjou,The African Assassin,Rameau,Thierry,18,18,0,70,205,78,Orthodox,"Apr 18, 1984",38,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
Renato Sobral,Babalu,Renato,Sobral,37,11,0,73,205,75,Orthodox,"Sep 07, 1975",46,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6
Richie Smullen,,Richie,Smullen,3,1,1,69,155,68,Orthodox,"Aug 17, 1991",30,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0
Shimon Smotritsky,The Assassin,Shimon,Smotritsky,7,1,0,74,170,74,Orthodox,"Aug 22, 2000",21,0.0,0.0,1.54,0.83,23.08,1.0,0.0,0.0
Justin Smitley,,Justin,Smitley,10,7,1,N/A,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Smolka,Da Last Samurai,Louis,Smolka,17,8,0,69,135,68,Orthodox,"Jul 16, 1991",30,4.54,0.47,3.87,0.52,1.81,0.37,0.31,1.9
Dmitrii Smoliakov,The Lifeguard,Dmitrii,Smoliakov,9,3,0,74,253,74,Switch,"Aug 05, 1982",39,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0
Cole Smith,The Cole Train,Cole,Smith,7,2,0,71,135,67,Orthodox,"Apr 05, 1989",33,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
Nate Smith,The Savage,Nate,Smith,6,1,0,66,125,69,Switch,"Apr 09, 1995",27,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3
Walter Smith-Cotito,,Walter,Smith-Cotito,4,5,0,68,135,N/A,N/A,N/A,N/A,2.95,0.36,3.53,0.68,2.16,0.33,0.57,0.0
Gilbert Smith,,Gilbert,Smith,12,6,0,69,185,N/A,Southpaw,"Oct 19, 1981",40,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2
Devin Smyth,,Devin,Smyth,4,2,0,70,170,72,Switch,"Jul 21, 1995",26,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0
Leslie Smith,The Peacemaker,Leslie,Smith,10,7,1,69,135,66,Orthodox,"Aug 17, 1982",39,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0
Devonte Smith,King Kage,Devonte,Smith,11,4,0,69,155,76,Orthodox,"Jul 30, 1993",28,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
Adam Smith,,Adam,Smith,0,3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Smith,,Dillon,Smith,0,0,0,72,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Smith,,David,Smith,5,1,0,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Smith,,Eric,Smith,1,1,0,N/A,N/A,N/A,Southpaw,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Smith,,Colton,Smith,7,4,0,72,155,71,Orthodox,"Aug 14, 1987",34,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4
Scott Smith,Hands of Steel,Scott,Smith,18,11,0,72,185,70,Orthodox,"May 21, 1979",42,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5
Patrick Smith,,Patrick,Smith,20,17,0,74,225,N/A,Orthodox,"Aug 28, 1963",58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kestutis Smirnovas,,Kestutis,Smirnovas,24,8,2,70,200,N/A,Orthodox,N/A,N/A,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6
Maurice Smith,,Maurice,Smith,12,14,0,74,221,N/A,Orthodox,"Dec 13, 1961",60,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9
Trevor Smith,Hot Sauce,Trevor,Smith,15,10,0,75,185,75,Orthodox,"Jan 05, 1981",41,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7
Brian Sleeman,,Brian,Sleeman,9,9,1,68,185,N/A,N/A,N/A,N/A,4.0,0.48,1.85,0.7,9.23,1.0,1.0,0.0
Anthony Smith,Lionheart,Anthony,Smith,36,16,0,76,205,76,Orthodox,"Jul 26, 1988",33,3.03,0.47,4.31,0.42,0.46,0.28,0.48,0.8
Zach Skinner,,Zach,Skinner,10,11,0,66,145,N/A,Orthodox,N/A,N/A,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0
Joe Slick,,Joe,Slick,16,5,3,72,199,N/A,Orthodox,"Oct 17, 1977",44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,,Josh,Smith,9,8,0,72,155,N/A,Orthodox,"Jul 02, 1982",39,0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0
Chas Skelly,The Scrapper,Chas,Skelly,19,3,0,71,145,72,Orthodox,"May 11, 1985",36,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
